Class,Negative.Reviews,Rating
0,"The thing about picks or plectrums if you prefer is that they are really a matter of preference and once you pick one (no pun intended) you should try to stick to it and get used to it through practice.  I've used many different types of picks over the years and I've not found the ideal one for me until recently when I decided to use a SilverPick which is basically a standard triangle thin design but made of silver which I find fits my needs the best and so far it's just a case of getting used to it.  This particular Dunlop pick is as described being fat, stubby and sturdy with a nice grippable centre and if you are the kind of lead guitarist who uses a lot of pinch harmonics this pick will be good for you as the maximum grip and most comfortable holding position exposes very little of the pick face.  The hardness will make it good for fast playing but the thickness also makes it difficult to get a firm grip too and the very small size makes it easy to lose your grip if you hit the strings too hard.  This makes it unfit for bass players and for strumming although you could get used to this for lead guitar playing.  For me though, I'll keep this among my collection of picks for use but it's not my default or preferred choice for play.",3
0,another item never received but i would not use anything over .88 mm anyway was mean for experimentation i have learned since this purchase.,1
0,"The right pick is a personal preference. Nothing wrong with Dunlop Stubby Pick, but it's not for me. I bought a pack of 2.0mm  picks last year and loved them but left them in Florida when I went north. I forgot the name of my favorite pick and bought these by mistake.",3
0,"I recently bought a few packs of Jazz IIIs and I was shocked.  They don't play at all like what I was expecting.  Under high magnification the edge doesn't look the same as the old Jazz III either, and they don't play the same if you turn them over!!!  What's up with that?I'm sorry to give such a poor review to a great brand like Dunlop.  Let's hope this is just a short-term fluke.",2
0,They work good.  Way to stiff and small for me though.  Great attack but holding onto it is the problem.  The slick finish makes it kinda hard to hold onto and the small amount of pick that shows makes strumming difficult without hitting your finger on the strings.  I imagine it would work great for lead players but I'm a rhythm player.,3
0,They are half the size of a regular pick.  Bit too thick for me.  Sound nice. Will last forever. Wish I had sized them before I bought them.,3
0,"I bought these and used them for a week before giving my review.If Amazon used half-stars, I would have given them 3.5/5. I just couldn't bring myself to give them a 4/5 so I went with 3/5, here's why:I've used standard medium picks for over 20 years. Switching to these was not a problem at all. Sure, they are smaller but not small enough to cause me any problems. By far the biggest change was the &#34;pointy-ness&#34; of the picks. The distinct point on the pick drastically changes the sound of your playing, especially when playing chords. Everything is much more pronounced, which isn't necessarily a good thing in my opinion. It's especially bad when playing clean electric (picking notes or strumming).If someone was to ask me if these are good picks, my answer would be &#34;it depends.&#34; It really does, in my opinion, it depends on what you're playing. From a rhythm standpoint, I don't like these at all - they take the warmth out of the chords because the point of the pick makes strummed chords sound too sterile to me. For lead work they are OK because you can really dig into each note and have it come through.Could I play faster with them? No. Could I pull off amazing licks that I couldn't do with my normal picks? No.I tried them, but didn't like them. Maybe if you typically play a TON of lead work, constantly, these would be the way to go. I don't, and they aren't for me. I'm glad I tried them, though, because I'll never wonder again if they were for me.",3
0,"I've used these for more than two years but recently shifted to its big brother, the jazz 3 XL. Same thickness and feel /tone, but in a larger form factor. I would definitely recommend the XL version if rhythm+lead work is required. For strictly solo work with easy to achieve pinch harmonics, this one is better.",3
0,"I bought some of these a few years ago just to try them out.  The ""gel"" in the name sounded intriguing.  These are OK, the colors are bright, but otherwise they're just standard plastic picks, which on an electric I prefer nylon because it's less ""clicky"" on the strings.  These are fine, and if I pull one out of my gig bag I'll use it, but overall there are other styles of pick that I'd buy before buying these again.  Nothing wrong with them, but they're just normal plastic picks, nothing special other than maybe the brightness of the colors.",3
0,"I like Fender Mediums, always have, but, I gotta branch out man.  Not sure about these picks yet.  The feel a little more stiff my usual.  I want them to last longer.  What happened to the days when you carried the same pick around in your pocket for months and played it until it was round?",3
0,"I recently ordered a wide variety of picks to find the ones I liked best. These sounded different ""gel"" picks. I do not like them. Being see through distracts me. They are a little scratchy on the edges. Perhaps a more experienced guitar player would do fine with them but being at the stage where I am still looking at what I am doing - I just can't use them well.",3
0,"I actually forgot that I bought the heavy and medium versions of this pick.  It's not a bad pick, I will continue to use them but I wish they had a softer center, or softer coating where you grip the pick to prevent it from turning or falling out of my fingers.",3
0,"If you can't find a container and add your own sponge, then buy this.Keeping a valuable guitar humidified is essential.I think this item should cost three bucks at most, and $1.50 would still yield a healthy profit!I made some more from stuff from the dollar which I think are better.I use this one for my baritone uke, and the bigger ones I made I use in my dreadnaughts.If you make your own, just make sure to not let the sponge drip, ie, wring it out, and make sure it does not actually touch any bare wood.",3
0,"It's nothing special.  No frills, just a simple concept that works.  It's important to maintain humidity in your instrument, especially in a dry climate like west Texas.  The evaporation rate will depend on the amount of humidity in the air where you store your instrument.So, when you first start using it, you have to be diligent to check the sponge regularly to ensure that it is still moist.",3
0,"I have an electronic indoor/outdoor thermometer that shows relative humidity and a whole house humidifier.It is interesting to see just how quickly relative humidity changes inside and outside with that electronic thermometer.The whole house humidifier pumps out about 3 gallons of water a day into a 1500 sq ft house during the fall and winter keeping the indoor humidity around 47%.This makes the house feel warmer and makes my breathing easier. Makes the whole house safer for the Martins.Now you can use a little in the case humidifier like this to help with humidity, but I think you really need a whole house solution and a monitor system.A sponge in a zip lock bag with a few holes works well too. Just don't get water on the wood.And don't forget to take the silica gel packs out of the little accessory compartment in the case. Many guitars come shipped with these and their job is to remove humidity from the case.All the better acoustic guitar shops I go to have a big humidifier running in their showrooms.",3
0,I wish it was a little longer lasting but it does do the trick. My guitar would probably not be happy without it.,3
0,"It's simple, basic, but I don't think it does that good of a job. This is because it doesn't really humidify that much and doesn't extend very far into the guitar.",2
0,A simple system for gettting humidity into the guitar; The price is just right and it is very simple to use.,3
0,"We all know it's just a container with a sponge in it, no biggie. I bought it to get Super Saver shipping on something else and because I plan to keep an all-solid acoustic guitar at a weekend place where it will sit unused for long periods of time. Jamming it between the guitar strings and getting it hooked onto them feels a bit rough on the strings. But it should do the job.",3
0,"This product is not what it seems. It has a cool name, but that's about it. It's a tool oil that stinks. I tried my best to get use to this product, but learned that there are much better ways after going into the studio and recording for the 1st time. After doing away with the Fast-Fret, my playing has improved and I hardly ever have to change my string because of gook. Not to mention that getting that crap on my fingers was just nasty. I now use Old English and my guitars thank me, my nose thanks me and my fingers thank me. You will too...",1
0,"I got this product to clean and condition my guitar fretboards (well duh!)  Does it work?  Yes and no.  First it did not appear that anything was coming out.  After a bit of rubbing I did notice a &#34;slight&#34; bit of solution (turns out its mineral oil)on the fretboard by the frets.  I tried to spread it out with the included cloth and discovered that the cloth was useless (a paper towel would hold up better- seriously!)  I used an old tee shirt square and spread some of the oil around- but honestly it took me 10 to 15 mins and I noticed NO difference in the appearence or the playability of the guitar.  It says to use it before and after each session- thats about 30 mins of my time per guitar (I general play 2 guitars durning the course of a session).  I do still use this occasionally, but I would not spend money to purchase it again.  Just not what I was looking for in a fret board cleaner.",3
0,"I used this on a 5string bass. I liked how this helps me slide around the fretboard easier. My friend tried it on her acoustic guitar and hated it.Her reason for her opinion is simple. This stuff puts out a LOT more oil (or whatever it is) than you would think. This has the unintended consequence of the oil making your hard-earned callouses soft...which when playing guitar can lead to bleeding fingers pretty fast (and did for my friend).To apply this you simply hold the handle and press down while running it along each string, one string at a time. I highly suggest you only use one slide down each string. At first it may not look like anything is getting on your strings, but give it a few minutes and you will start to see the excess oil appear and start pooling under the strings on your fretboard. That's ok. You will need to wipe away the excess, and I'm telling you, if you accidentally get too much, that excess oil may not come off easily (didn't for me at least). Mine left little pools of oil between the frets, and I only used one swipe and thought I had just a little on there. Naturally, this product also makes your fingers very oily feeling. My friend hated that part too, and I agree with her. Soft callouses = no callouses. This is a good product idea, and I like it in theory, and with my thick bass strings I didn't have the severe problem w soft fingertips that she did. Just be aware of the possibility of that being a problem for you.It does what it says, but you may not like what else it does or how it feels on your fingers.",3
0,"This works, and I really like Evans. But I got 2 of these and they both looked different and looked cheap. Although I have been using it for awhile now with hard use and it is holding up great and saving my kick drum head from abuse.",3
0,"Cheaply made and thin leather leave a lot to be desired. At least it's long enough for even the lowest slung of guitar postures. This should accomadate a bass as well due to the extra length.I am comparing it to $10 guitar center straps which have double leather ends which are much sturdier than the ones on this Ernie Ball strap, which are thin and single ply. I wouldn't trust this strap without a strap lock.",3
0,"Nothing special. Just like every other strap of its kind. I compared it to other poly straps I have and it's OK. No better and no worse. Price was good. It took a long time to come. Leather ends seem OK. I mention that because it appears to be the main complaint..I'm using it as a spare so it should be OK. I'm a little disappointed. I'm used to a higher quality from EB products. It is very adjustable and should be able to be used by nearly everyone. I don't perform a lot of antics on stage, it's just me and the axe. I don't expect any problems. Hope this helps. Small &#34;thumbs up&#34; to Amazon.",3
0,"the hole at the end where you hook it up gets worn out easily .. just try and leave it on always..its cheap but it wont fail, wont drop your guitar, if you're careful.",3
0,"Not a great mic, but if you need something realitively cheap, it'll do.  Limited dynamic range.  But, it works.  Wish I'd have gotten something a little nicer though.",2
0,"The previous reviews are pretty accurate, though I would add that when the Pignose cabinet is closed, it can often sound rather boxy. It sounded much clearer and cleaner when it was opened a couple of inches.As for using pedals with it, it will take distortion to a degree. It reaches a point, if pushed too hard, at which the definition of the distortion will begin turning mushy and shrill. You can use a distortion + overdrive to decent effect, especially if you are running a cleaner sounding OD like a Tube Screamer. I don't think it would do so well with a Bad Monkey, for example, though, which has more dirt in the tones it produces. I don't have a fuzz box (not yet, but have one on order), but I think most fuzzes will sound like crap unless you use a relatively cleaner, sweeter one like the Red Witch Fuzz God or the Seymour Duncan Tweak Fuzz. Otherwise, you will hear too much ground asphalt in the sound.My wah wah, a Morley Power Wah, was almost useless with it. The limited frequency response of the 5"" speaker made it sound overly throaty on cleans and when I put the boost in the shrillness would show itself again.A chorus pedal sounds totally sweet on it, but a phaser, in my case, a Phase 90, just destroys the sound. A flanger is also not really advisable. You can use delay, just not with very rapid repeats. Putting a compressor in front of your clean signal would probably make it more manageable for the Pignose' speaker. I just bought a Dynacomp, but haven't tried it on the piggy.This is a good cheap first amp to buy for a youngster who is just beginning their journey on guitar and for practice when you are on the road on vacation or business. Once the young 'un seems dedicated, though, it is time to think about moving up to a VOX AC15C1 (note: that amp can do hard rock fine, but not high gain metal) or an ENGL Screamer. I personally can't imagine recording with it, but Y guess that would depend on the engineering skills available to you.",3
0,it's ok but a little cheaper quality than I expected.  I would recommend going a little higher price.  It also arrived cracked.,3
0,"Good length but very slippery.  I had my wife sew nice cotton fabric to the backside using white thread and it look better and doesn't slide around.  I took sandpaper to the lightning bolt for the more faded rugged look and it is actually a very rad strap that I have been commented on a few times now.  For the price, why not?  Be creative and make it original and it can be a very nice addition to a nice acoustic or electric.  As far as the base product, it has gone through a lot of use and is not showing any signs of wear.",3
0,"It just randomly pops off my bass, it's so slick that when you let go it the neck just goes straight down. I hate it.",1
0,"Years ago I used the Clayton &#34;small teardrop&#34; picks. I couldn't tell from the picture, that these were full size, and I didn't check the size in the description.  I still had a few of the small ones, so I used them as templates, to cut these down. I would have rated them higher, if I could have used them as is. It's my own fault for not looking at the specifications. I purchased two six packs of Clayton Teardrop picks, but found Dunlop 423R60 0.60mm (Orange) Tortex Small Tear Drop Guitar Picks, 36-Pack which are a lot cheaper.",1
0,"This is a basic EQ pedal, that is a bit noisy in my testing. Even when running on battery power, there is a bit of hiss that is just enough to be annoying in my rig and probably enought to be very annoying in some higher gain rigs.",2
0,For a cheap EQ it does great. Sometimes though when I hit the switch the light turns on and there is a second before the signal comes back. If it was not for that it would be a 5 star rating. I am not too worried about it because the pedal + loop pedal is still cheaper then the MXR or Boss Eq's,3
0,I don't like the feel or sound of these strings.  I bought both the .010 and the .011 and they both hurt my fingers and sound like tin foil.  I would not buy these again,2
0,"I have owned two of these stands. The first one was rendered unusable after the set screw disappeared. The second one must have walked off on its own while I was moving to a new place. Not the greatest stands by any means, but for what they're worth, I didn't mind spending another $10 to get one. Sure there are other stands of much higher quality that are even more compact and portable. But price, ability to collapse, and it's light weight made it the one I bought... again.",3
0,It is not the size for mini guitar. May be for the big one...Connections are shaky. You will surely notice that the quality is toooo low.,2
0,"Total flimsy junk. It leans WAYYY too far back. I'll be damned if I put my $1000 guitars on these things. On the other hand, ChromaCast makes one that's very close to this price, and I doubt that it could have been more for the money I paid.In summary... DO NOT BUY THIS PIECE OF JUNK.",1
0,"...for something, but not a guitar.  Wasn't sure what to do with it so I now use it to mount a large cookbook, or notepad computer, so I can follow a recipe.  It seems to work okay for that.  Just don't use this for guitars.  An electric guitar will slide out and fall because it leans back too far, and the arms have no grip.  This thing was obviously created by a monkey in some closed door creative testing experimental project.  It may even give you AIDS!  But probably not.  However, animals could have been harmed in the making.  But most likely, and in reality, it will not hold your guitar in a safe manner.",1
0,"Great concept....everything rolled into one product.  Winder, String cutter and end pin remover.  The price is fair for all that.",3
0,"Not much better than the dollar version of the peg winder.  Thought it would be more ergonomic and having the stringer cutter in one tool would be a plus.... but, not quiet up to par.  You'll be better off with the dollar string winder and a cheap pair of snips.",2
0,Its great for cutting strings but the winder is pretty difficult if you don`t know what your doing. Warning for beginners don't get this!!!!,3
0,"the winder works really well and same with the cutter, but using the cutter can be a bit cumbersome.  i guess for taking w/ you on gig bag would be great as you only have one tool, but if using at home, then i think is more convenient to have a separate cutter.  that's what i do anyway.  still i think is a good tool to have.",3
0,"The peg winder is what it is, it winds pegs and there's not much to it. The string cutter is too bulky to use in most cases so I still need a set of snips when using this thing.",3
0,Does the job well enough,3
0,"The wire clipper and winder work O.K., but the pin puller is badly designed and doesn't slip under the ball of the pin in order to lift it out. Bad design by someone who doesn't use it to pull pins out of a bridge. I end up using a Jim Dunlop capo to pull bridge pins out. I've done it successfully for years.",2
0,"Header says it all. Works well enough as a string winder, but I was really lookin for something to pull my bridge pins with and for me, this did not work well at all. Went back to my trusty rubber tipped pliers and just had to be gentle.",2
0,"I honestly really didn't find this thing useful at all. First, the wire clipper side is relatively bulky (no flush cutting) and doesn't open easily (very stiff action), so trying to get the clipper onto the wire with the very small opening and at the same time peering over the tool itself as it blocks the view - ick. And as for the winder... I suppose if you are doing some heavy initial winding, it can get rather tiring twisting the tuner. But it is a tad big for tuner pegs on anything I used it on, so no nice &#34;tight&#34; fit, more of a &#34;jiggle&#34; fit. Plus the clearance needed to actually swing the thing around means having the instrument laying flat on a table doesn't help. Didn't even know there was a bridge pin puller on this thing. Just looked at it... guess that notch in the peg winder is it.Each time I have set out to use it, I end up turning my pegs manually and grimacing over the stiff action of the wire cutters while to align it on the string. I just recently ended up buying a set of Crescent Brand Miniature Cutters & Needle-Nose Pliers Set(the pliers are JUST the thing for pulling the strings and keeping tension while winding). When I have to redo my mothers acoustic guitar, I'll try the notch bridge peg puller. But other wise, this thing gets a serious two-star &#34;meh&#34;.",2
0,A good piece of kit. Except it does have problems removing occasional sticky string pegs. It's also squeakily noisy when string winding. The cutter works perfectly.,3
0,"This winder and cutter...winds and cuts fine...But the pin puller does not fit my guitar pins even though the ad claims that, &#34;...it fits virtually all guitars, banjos and mandolins...&#34;  Oh well...another lessson learned.",3
0,"Sometimes it seems more convenient to use my hand to turn the pegs rather than use this, but it does a pretty good job. I really like the string cutter built into the frame, and the peg puller is my favorite feature. Basically, I use this for everything except winding strings.",3
0,I like Dunlop products but... The push down applicators (Dunlop's Dab-O-Matic Applicator Tops) are horrible idea. One popped right off the other day and oil got all over the place. I will not buy these again or I will remove them and just use a cloth.,3
0,In general it's OK but when you look at the fine writing on the fingerboard formula it says not to use on Maple; which means I can't use it on either of my Gibsons.  Probably better to just get the lemon oil for that separately.,3
0,"I bought my new guitar and wanted to keep it in great shape.  I guess this kit works okay, but it's hard to use.  It will probably last my entire lifetime.  I think a smaller kit would have been better.  You really need to remove the strings when you use it, so you have to take off all the strings.  I usually only replace one string at a time when I am changing strings, so I had to change my habits.  If you have a guitar without a truss rod, that may mean you will take a lot more time tuning after you're done changing the strings, since the neck will bend more as you tighten the strings one at a time, and that will change the pitch of the strings you have already tuned.  I'm no expert, but I have a gut feeling that this was not money well spent.  However, since I love my guitar, I use it anyway.",3
0,"I have used Ernie Ball strings for along time.  Mostly slinky's or super slinky's.  I read the review on these and thought I would give these a try for the sound they make paired with a LP.I bought these to replace the stockers on the EPI LP 100 I just bought.  Luckily I order two packs.  I was putting on the top E string and had turned the crank less than a few times, not near enough tension on the string yet to even be in tune yet, and ""pop"" it broke. I had ordered two sets, so I put on the one from the new set. No problems until I got to the G string, then ""pop"" another breaker. Very sad quality.After finally getting them on and in tune (you will need to stretch the top 3 strings alot to get them to stay in tune, especially the E) I have to say they have a great sound to them.  Nice tone and sustain.  Great crucnhy sound for metal, but still a good clean tone too.  These are thick strings, but still bendable, just not very far.  I would rate the sound 5 stars.Unfortunately, it takes two packs of strings for one successful stringing to occur because of how brittle the strings are.  So I have to give these three stars overall.",3
0,"Great highs and lows, but rough on the fingertips, and difficult doing barre chords, slides, and single string progressions. OK with more effort",3
0,I read a review saying that there bridge was floating out & the strings were hard to tune aswell as their e string popping. I had the exact same experience but i bought two sets since i know uncoated strings dont last long. so i did get to play em but all my strings (except the A & E) popped on both sets within two weeks i knew it was due to my bridge being made to use a whammy bar (which it came with btw)& the tension it put on my tuning pegs what really got me upset about these strings was that they damaged my tuning pegs and now there harder to turn (have to use pliers sometimes) but the strings sound great & if i get a better guitar i might get these more often but for now im staying w/ medium gauge elixirs.,3
0,"I've been playing guitar for over twenty years now and I've tried just about every guitar string in existance and even these Elixir coated strings.  I've come to realise that the benefits for a slightly longer life barely makes sense given the much higher price you have to pay for it.  Eventually, all strings corrode and lose their lustre and if you are a professional playing gigs, you change your strings so often anyway that to pay much more for polycoating doesn't make any sense.  If you are the kind that occasionally takes out the axe then maybe this would make a difference but what I do is I get the least expensive ones and make sure I wipe down and clean them, even using products like string cleaners and Fast Fret to reduce finger squeak if necessary and my strings last for quite some time as well except at a much lower cost.Few people know this but only a few guitar stringmakers exist in the U.S. and many of them that are retailed are actually the same strings with different brand names.  Granted Elixir probably isn't one of these as they try to make hay with the time they have left on their patent of this polycoating technology but my thing is why pay so much more for strings when the benefit you get is really not so substantial as to justify the price?  I myself use generic Kyser stings for my classical and acoustic guitars and Memphis Electrics for my electric just because they are the cheapest I could find on the web and my sound has not been detrimentally affected in any way.  In fact, you are much more likely to improve upon your sound by using better amps and guitar cables than you are with strings; at least most people would be able to hear the difference.  Don't get me wrong these Elixir strings are not bad but you are much more likely to get a better sound by improving your technique (practice), getting better cables, pickups, amps, guitars etc than from just using these strings.  For better string life, just wipe down and clean the strings before and after use.  This discipline once a habit is good enough.Peace!",3
0,"I purchased Elixir strings after hearing them repeatedly recommended at the music store.  Put them on my Eko Ranger XII acoustic 12 string.  Have 2 problems with the strings.  First, the bass E (11th string) broke while tuning it up.  Had to go to music store and buy a single replacement string (not Elixir).  I have changed strings many, many times, so I am convinced it was not my stringing, but a weakness in the E string itself.  Second, the high D (8th string) seems ""dead""; it does not ""ring"" as it should and as the other high strings do (though none as much as other 12 string sets I've used).  Considering these strings cost much more than others, I certainly am disappointed in them.  Hardly matters if they last longer if they don't sound as good.",2
0,"After about a month and a half I have noticed some corrision on the A and D strings at the 4th fret.  That is a little disapointing because these are suppost to last 3 to 5 times longer than ""regular"" strings.  I like the way they sound.  They are a little harder to play than the D' Addario strings that I am used to on my other guitar, and the Martins that I have used in the past.  If I still have to change them every 2 or 3 months they are not really worth the extra cost.",3
0,"Regardless of the string itself, I insist on honesty in advertising and marketing.  So when I was earnestly considering ordering this string I read the summary, in which it was stated:""Elixir Strings are coated in a unique way to protect wound strings from your DNA and other contaminants.""Ohhhh... protects my string from DNA!  Yeah, that DNA really messes up guitar strings all right.  In fact it's the worst contaminant EVER... worse even than the oils and acids on our skin... worse than the cells themselves that contain and hold the DNA from exposure because the DNA is the blueprint of those cells, contained deep within protective walls.  But somehow that nasty ol' DNA leaks out and contaminates our guitar strings!Honestly.  It's like none of us have ever attended a biology class because we're musicians?As I read the reviews, I noted review after review after review that seemed like some sort of marketing promo.  I noticed not one of those reviews indicated they had actually purchased the product from Amazon.  Hmmmm.The first honest review I found was one which said, ""These strings sound somewhat artificial.""  Ah finally, one of the REAL reviews.Look, the product may be good or not.  It may be the best string ever or not.  But am I going to spend time and money testing a string that apparently can't stand on its own quality without bogus marketing hype?We're musicians, not morons.  If you want us to buy a string, be totally honest in the marketing.  A quality string will sell itself by performance, sound and long life.  No matter how heavy the marketing hype, if the string is bad you'll only sell one set.  If it's good... you don't need the hype.EDIT FOLLOW-UP:  After reading numerous reviews, this does actually seem to be a good set of strings.  Which means the product can stand on customer testimony alone and shouldn't need spin to sell.  Just sayin'.  ;)",3
0,"The Nanoweb strings do stay clean and they stand up but, on the negative side...I replaced one string in my set with a nanoweb and noticed right away the feel was slippery. When picking my fingers would slip on the nano string rather than pluck.  I will stick to cleaning my good old standard strings.",3
0,"I hesitate to write this review simply because it's pretty obvious nearly everyone else loves these strings. To be honest, I was very, very impressed with their feel and handling. I do think they're the best playing strings I've used when it comes to pure playability. Hands down, none better. They were butter-smooth and great for flat picking. But for me it was a trade-off, because I simply wasn't impressed with the tone. I even took the time to try them on three different guitars (all dreadnoughts): a classic maple sides/spruce top, a mahogany back/sides with spruce top, and a maple backs/sides with a nato top. On all three, I didn't like the tone as much as the strings I was using. I really wanted to like them, but they simply didn't have the tone of the medium gauge Martin SPs I normally use.This isn't to say they're not great strings that sound different on other peoples' guitars, but I simply didn't like them on mine. I love good projection with rich bass tones and ringing treble for the folk and traditional music I play in our jam group. The Elixirs just lacked the punchy high tones of the Martin strings I use, and the treble sounds tinny vs. the clear ring of the Martins I normally use. To be fair, the bass strings sound great, and aren't much different. I would have to say choose your strings carefully based upon how you're going to use them. I play in acoustic groups, and the Elixir strings just don't have what I need to be heard, in spite of how great they feel under your fingers. If playability is more important than great tonal range, then by all means buy these strings...you won't be disappointed. I'm guessing these would be fine on an acoustic electric, where the electronics could compensate for the weaker treble tones.",3
0,I bought a set as they were recommended to get the tone I was looking for on my 7 week old guitar. Installed as usual and tuned them. They sounded good when played open but compressing them was nearly impossible. My capo could not even hold them. I set the guitar aside for a few minutes and heard the wood creaking. When I looked the face of the guitar was bowing up and the bridge was pulling up and back as if they were trying to pry it off. I released the tension on all the strings as fast as I could and left it. I returned them and got some lighter ones but to no avail. The body is cracked around the bridge and it is useless now. Use at your own risk!!!!!!! I personally wouldn't give a nickel for them.,1
0,sorry i noticed no difference i believe the price was really good for all the hype they put into these strings,3
0,"if you like this guage you'd like these.. I just tried them, just to try.. but I've confirmed I like heavier gauges.",3
0,not two weeks after I put these on the A string broke close to the ball on the string.  I break high e strings on occasion.  but something as thick as an A string?? maybe it was a defective string as I thankfully bought two sets and I was able to pull the A out of the other set and it has been fine since.  now however I have the dilemma of should I just buy more strings and just use the second set as I need them.  Further more do I stick with the same brand.  that is supposed to last longer than average strings.  At this point I am going to keep playing this set until its time to change then go from there.  I will update once I decide if I should stick with this brand or go back to super slinky'supdate 3/25well another month went by(a week ago) and the D string broke in the same fashion leaving me to believe I either got defective strings are these strings are not as good as they are said to be. either way its losing another star.  if it happens with a different set of strings I will reevaluate my guitar/review and change accordingly,2
0,"I bought these strings after buying some Elixir strings for my acoustic, which I was pretty happy with.  For my strat, however, these strings did not sound right from the start. After about a week I really started wondering if it was just in my head or if I really didn't have sustain that I thought I usually got from a new pair of strings.  I convinced myself that it was these strings that were causing all my problems, and I was right.  I put a pair of D'Addario XL 9.5 (highly recommended for those players who can't decide between 9s or 10s) and was amazed at how much tone and sustain I was losing with these Elixir strings.  I did feel like I could move up and down the fretboard easily with these strings, but the lack of sustain and tone have forced me to stay way from these electric strings permanently.  Don't let the higher price on these strings entice you, go with a good set of D'Addario or Ernie Ball strings for consistent long-lasting strings.",2
0,Pricey as far as strings go.  A lot of people swear by them but I get just as much tone and life out of strings that cost a whole lot less.,3
0,"After all these reviews I expected the Greatest Strings Ever, golden strands of Glory that would last for a year with sparkling tonal perfection!Instead, I got a decent set of .10's that lasted a whole hour before the D snapped at the neck pickup. I use a PRS with a Wilkinson bridge that rarely breaks strings, and I pre-stretch them gently but completely. Plus I tune down to Eb for vocal and breakage reasons, so I break very few of my normal strings, Slinky .10's. Ergo, a break in one hour from a thick string under minimal tension, tuned down, is unacceptable, especially when these strings cost three times as much as most all other electric strings.As for the tone, it's definitely bright and almost too edgy, but nicely zingy all told. Yet one negative I've noticed after about 8 hours' loud playing with a drummer is that these things seem to vibrate more widely than most strings, making them harder to tune. Sounds odd, I know, but when I replaced the D with a Slinky D (replacing singles ain't cheap either at triple the price, please note), I've since noticed that it tunes faster and in a tighter range than the Elixir strings.So, I must say I'm summarily unimpressed so far with Elixir electric strings.What's the good of string lasting a long time if it breaks fast?Especially when it costs three times more?And what's up with the tuning thing?And why do these cost so much more, anyhow? Is a micro-thin coating of siliconish stuff really worth two bucks extra each string? Not when that string is toast in 50 minutes, zero doubt there.Anyhow, I've got five Elixirs and one Slinky on my main ax now, so as they age I'll get a good feel for how the Elixirs stay in tune and hold their tone, and I'll report back here in a while. And by the way, that Slinky D sounds almost exactly the same as the Elixirs, tonally. So much for Magic Elixir Tone.Don't get me wrong, I really do want to love these, as I hate changing strings, but geez guys, how about some quality control?If I'm going to pay triple the price, then is it crazy to expect triple the quality? Or heck, even just a little better...PS If you look at the D'Addario reviews (I love their acoustic strings), they respond to many of the reviews and questions. I hope that Elixir will do the same here and address my questions.[Edit: And now, after only six hours' of playing on that guitar, the B string popped at the same place as the D, neck pickup. Once again I ask: what good are strings that ""sound good three times longer"" if they break three times faster?][Edit: 10/31/12. Come on! After four more hours, the A string went. I only play that ax one or two sessions a week, and the next time I joked to the drummer, ""Which one will go today?"" He said he's amazed the G is still on, as he plays too and knows the G takes the most tension. An hour later, guess what? Yep. So that's four broken strings in less than 20 hours' play. Seriously?Not only are these not a good deal for 9 bucks, I'd be bummed if they cost 3 bucks. The only plus I can think of at this point is they sounded good when new, but dang, unless you play totally smooth jazz or some such, I'd stick with Slinkies or D'Addarios. Unless I got a ""bad set"", which seems kinda lame for triple the normal price. In any case, these Elixirs were just not worth the money.][Edit, 3/3/13: I called Elixir and told them about the multiple breakage, and they sent me another set. That set has taken a few four hour hard rock sessions with no breaks yet, thought the tuning issue remains. I'll add a star for good customer service and the hope that perhaps my first set was a dud. But honestly, at this price, there should be no duds at all.]",3
0,I love the idea of this but I wish I had spent more for a better quality version. I had seen them used by others and chose this one but it is not well made. The number dial is not accurate and is loose so as you are using it you have to keep checking that it has not moved. It works but I'll probably end up getting a better one.,3
0,"i would use this again, the plastic around the ball scraped away and the ball flew out making it useless",3
0,"This switch does work, but you should look before you leap. The switch travel is greater than it is for a standard 3-way switch, and if you use the common Fender replacement control plate (or one that was only intended for a 3-way switch, it may not fit. You could fairly easily alter the plate, but if you want the cleanest look possible you may want to investigate a new control plate.",3
0,"The four-way diagram that comes with the switch does not tell you which side to use. Both sides have five tabs and look the same from the above diagram given no matter which way you turn it. I figured it would go the same way as the three-way - wrong. You think Fender would have the sense to figure this out, and give us a proper diagram, but guess again. Just another example of the incompetence at Fender.",3
0,"These are nice,and this was easily the best price around. These are made in Japan, and I believe they're made for Fender by Gotoh, so they're good quality. But I was annoyed that they ( the bushings) didn't fit the ""standard,vintage-sized"" .340"" holes in my All-parts neck ( they're a little large).So be aware of that.",3
0,Looks good but disappointed that they aren't made in the USA. Oh well just shows me little by little more and more things aren't anymore.,3
0,Looked like the chrome was cheesey and they ended up breaking but they worked while they were used in a guitar with the proper pinhole next to the screw position,2
0,I'm using the guides to replace factory guides on my Strat and Tele. They will require that I drill a shallow hole to seat the guide properly. I hate drilling holes in guitars but it has to be done.  The quality of these guides is not what I expected. They are cast and plated and have some rough edges to them. If you want a very clean looking finish I would look for a higher quality guide. At this point I'm not even sure that I will use them.,3
0,"Meh, these things are what they are. They didn't solve any problems or make anything better.  Oh well, sometimes you just gotta do stuff for no reason.",3
0,I had a hard time lineing them up to install .the little knob on them made it very hard to install.so good luck ..,3
0,"Did not hold the strings down very well for me... I love the feel of it, but the spring needs more power.",2
