Class,Ratings,Reviews
1,5,"This little Guitarlele is great - I have tuned to the standard E tuning of a guitar and it manages very well. It gives a gently subdued tone, that is perfect for playing any time, even accompanying music on the TV whilst the family are watching. I have had way more fun with this little guy in the last couple of weeks than I had with my twelve string in the last six months.Added info:Now that the tuning has settled down, it is keeping tune very well, with no need to retune during playing.The strings it came with are not the best though, they are wearing through all ready."
1,5,I love this stomp box although I never stomp on it :-)  Needless to say there are a wide variety of reverb available to you.  My amplifier doesn't have reverb so I route the effects send to it and leave it on.  It has just become part of my guitar tone now and wouldn't think about playing without it...
1,5,"You have to look very hard for anything to critique with this pedal; the only think I can think of is moderately high power consumption, so I suggest using the power supply rather than batteries.It is a joy to play almost any style with these, though I prefer jazz/blues sounds generally where the reverb is featured prominently as opposed to tons of distortion.Oh yes .. the clincher is this only costs a tad over 100 bucks. Very hard to find any alternatives that work as well in that price range."
1,5,"Studio grade reverbs in a small box, if you are looking for a reverb with a lot of options and in a small unit this is it.  Another &#34;I can't say enough about it&#34; pedal from TC Electronics, worth checking out if you're looking."
1,5,"This is one of the best pedals I have on my board. I originally thought the reverb on my amp was fine enough but was enticed to try this. I was very pleasantly surprised with the lovely quality of the reverb effect, which can be breathtaking. The settings are all quite useful (Church, plate, spring, hall, room, gate etc) and then you can adjust the amount of the effect and the delay. There is also a toneprint setting which is nice, but honestly, the pedal already has some many ways to adjust the sound, the toneprint seems redundant. I leave this pedal on most of the time - along with my Corona chorus and Flashback delay. It is part of &#34;my sound&#34;."
1,4,"Most the reverb selection sound identical. They all sound good. I would say that the Boss reverb pedal sounds better. I use this pedal in my pedal chain. It doesn't get much action, my amp has a reverb. I was looking for trippy modern hifidelity effects on my guitar."
1,5,No loss of initial tone with this pedal which was #1 on my priority list as I love the sound of my guitar and amp.  The &#34;hall&#34; setting is phenomenal.  Transparent in your signal chain when off as well!  Love it.
1,5,"The best non-rackmount reverb I have ever had.  So many options, clean, transparent, and whisper quiet.  This is the last pedal at the end of my pedal board chain.  The Toneprint option is great as well to create and personalize your own verb.  Excellence once again from TC."
1,5,"Well , at first i was looking for a reverb with a long and deep sound, like a grail or church, then i read about this tone print thing and i really like it, this give you a totally new range of sound based on a specific artist preset, so you can have a bunch of tone prints that you can download from the webpage, the only thing  that could be better is the instructions on how to download the tone prints it doesn't came with the instructions, although is really easy but at first i was blindfolded, but overall it is great."
1,5,"This is the first and only TC Electronic product I've ever purchased.  I watched the Youtube demos and liked what I heard.  It has exceeded my expectations. The reverb sounds are heavenly with plenty of control to tweak. The Toneprint feature is amazing.  I downloaded ""Church of Andy"" preset from the TCE website and just love that patch.  Downloading is quick and easy.  I created a folder on my computer and dowloaded all the available Hall of Fame patches so whenever I want to change it out, I don't even have to go on the Internet to get it.  There is an iPhone/iPod4gen app where you can transfer the patches directly through you guitar to you pedal. Don't ask me how it works, but it does.  I will probably buy more TC Electronic pedals in the future."
1,5,"I compared this side by side with two other reverbs-1) The Boss '63 Fender reverb2) The Electro Harmonix Holy Grail.I found the EH- Holy Grail the most natural sounding and the simplest to operate with only 1 knob and one switch.The TC pedal did sound nice, but to my ears slightly sterile by comparison to the Holy Grail.I thought the Boss pedal sounded pretty bad.Pros of the pedal:- several settings and with all the knobs, highly adjustable- mono or stero (2 inputs, 2 outputs)- standard 9 volt power supply jack used by most pedals- I liked the spring reverb, and the ""mod"" reverb which was lush.Cons:- Sounded a little sterile compared to EH Holy Grail, but close and still good- I thought the number of different reverb settings was actually overkill and just there to look like it did a lot. To my ears, the rest were less distinctive.-Priced at $150, seemed a little high although I know there are other pedals that cost more.Overall a nice pedal, I can't really ding it for the cons above so I still gave it 5 stars. I had to compare a couple times to the EH holy grail to make my decision. In the end, the grail was cheaper, simpler and sounded more like a real reverb tank in my opinion."
0,3,But it's a real step up from the effects on my Vox Mini 5 amp so I'm only going to complain too much.  It actually cost more than the behringer amp I'm running it through which seems a little odd to me.
1,5,"nice reverb pedal, got rid of my boss reverb. the tc pedals are all that is on byboard except my wah and a phase 90, if they made these pedals I'd probablybe all tc electronics! What else can I say!!!!"
1,5,"This is an absolutely amazing Reverb pedal.  TC toneprint is very much a novelty, a very useful one at that if you want to dial in some really nice presets. Where this pedal really shines is in it's endless ability to tweak the parameters using the downloadable editor. You can spend hours finding &#34;Your Sound&#34; or just &#34;The Sound&#34; that you need. High quality chassis, excellent switch and input/output jacks that give a satisfying thunk, indicating your cable is secured.  Don't forget to lift the back panel to adjust the dipswitches to change the true bypass, tone dry through etc... All and all a great one stop reverb pedal with tons of tone and potential that should last a lifetime."
1,5,"I bought this unit because my amp doesn't have reverb. But I discovered that this little pedal can give you greats sounds. Even when I use a reverbed amp, I turn it off and use my Hall of Fame."
1,5,"really you hate warm, sustaining, natural-tube overdrive; you won't like it at all. This is my favorite OD pedal that I have. I have compared it to the Vox ValveTone OD, the OD side of a EHX Germanium4 BMP, a EHX Linear Power Boost(my second favorite), an Ibanez TS5(90s model) and a Boss Fender Bassman FBM-1. They all have their uses but I find the MojoMojo to be the most versatile, warm and punchy OD I have. I pretty much use it as my base tone to push a lightly crunchy tube amp into overdrive. This thing really wants to sing to you. There are so many things going on in the mid to upper registers. That's not to say it doesn't have some serious punchiness on the low end, which it does; so much that there is a voice switch that will cut the bass a little to keep it from getting too flubby on the neck pickups. I pretty much leave that on all the time with humbuckers. Single coils really benefit from the round lows this pedal dishes out and I am guessing that's why there is the voice switch.The knobs/pots are nice and the bass/treble pots are notched at 12. Turning to the left cuts and to the right boosts. The drive goes from really clean and subtle, like a  mild boost, up to super drive territory. I actually prefer the sound of this pedal to a Fulltone OCD, it just sounds a little more livelier to me. I really like to push this pedal into the Fender Bassman pedal and get some seriously chimey bell-like highs with a medium crunch by setting it to a mild boost level and upping the gain on the FBM-1, as a third channel of sorts, and it sounds like a totally different amp stack.Like I said, this has become the base of my tone now in just the short amount of time I have had it. I was using the EHX Linear Boost to perform these duties before, and it performs well, but the soulful tone I get from the MojoMojo just adds the extra dimensionality that the pure boost doesn't. I play mostly original compositions but I am going for the Jeff Beck tone and this helps me get where I want to go.Of course none of this means I will stop buying OD pedals... |o)"
1,5,"There really is nothing not to like about this pedal..a) 2 band eq plus voicing switch gives better tonal control than most,b) then drive goes from clean to solid overdrive..c) level control provide from -ve to high +ve boost.With drive set to 3pm and level at 2pm this gives a solid classic rock drive with a les paul and a blues junior.. really nice, roll back the gtr volume and it cleans to a crunch, roll back the drive and control from clean to crunch with the gtr volume.highly recommended.."
1,5,"TC makes very high quality pedals, and this thing is built like a tank. I've had it for over 2 years and done many gigs, and a couple tours and all my TC pedals are in perfect condition. Now for tone, this overdrive is a light overdrive and works really well for me when I'm leading worship n my band, we play heavier music, so I was messing around with this overdrive so I could use it there as well, and I discovered that if you try to use it as a boost pedal, it makes your tone really muddy, but if you send a dirty tone (overdrive or light distortion) into it, it screams beautifully."
1,5,"what can I say, this pedal has never left my pedalboard. is very versitable pedal. from a boast toalmost full out distortion that doesn't loose the sound of the buitar. cool pedal!!!!"
1,4,"I recently picked up the TC Electronic MojoMojo Overdrive at a steal of a price, but I'm evaluating based on its inherent quality relative to the retail price.  I own many different overdrives, including light overdrives in the ""Tubescreamer"", and some ones capable of getting a bit more raucous (Blues Driver, OCD, Joyo Ultimate Drive, etc.).  To me, this is closer to the Tubescreamer family, as it does better as a clean boost or light overdrive.  Actually, the separate knobs for Bass and Treble and its darker tone remind me a bit of the Digitech Bad Monkey.BUILD QUALITY - Outstanding.  It has an ""MXR"" style click button press, but the mechanism feels sturdy and built to last.  The 9V jack is on the top, out of the way of the I/O jacks.  The battery compartment opens with a unique oversized flat screw/button that you can easily get open with your fingers, or maybe a quick turn of a screwdriver.  The thing is dense and build solid as a rock.  I always appreciate the extra weight with pedals because lighter ones are less crush-resistant, and tend to get punted around by your cables.  Finally, the 4 knobs are built will with some force feedback, and several of them are actually notched to settle into the ""12"" position, which is a nice touch.TONE QUALITY - Obviously, the tone quality is the most subjective part of this review.  I would not be at all critical of a reviewer who gave this a ""5"" and absolutely loved it, as several previous reviewers did.  But based on the pedals I have used and my experiences with the MojoMojo, it feels more like a ""4"" to me.  The tone is very warm, almost to the point of being muddy.  Whether the mod switch is a ""boost"" or a ""cut"", the pedal is bassier in the ""up"" position.  Don't get me wrong, I definitely appreciate the abundance of low-end frequencies, but it might get some tweaking to get that high end to shine through.  I could also easily see it getting lost in the mix if you play with other instruments.  It does a nice job of adding a bit of gain and saturation to your tone without coloring it too much with different character.  However, if you'd like a similar effect with a much more expressive (and brighter) output, try the Mad Professor Sweet Honey Overdrive, or its ""clone"" companion, the Joyo Sweet Baby Overdrive.EASE OF USE/VERSATILITY - Many overdrives only have the single tone control, so I was excited to see controls for Bass and Treble.  Still, I feel like this is a pedal that could be great with some amps, and very muddy with others.  I will update my review if my feelings change, as I have a few different combinations I want to try out.  I feel that the preferred use of this pedal is as a stacked overdrive pushing some other type of overdrive or distortion.  This is much the way you would use a Tubescreamer.  I will say that it is one of the more ""tube-like"" overdrives I have tried.  Hit the notes lightly, and you get a clean, transparent tone.  Attack them harder, and the higher output from the guitar will push the overdrive and cause further breakup, much like a tube amp.  However, if your hope is simply to plug into the MojoMojo into a clean amp and expect classic rock tones, you may be a bit disappointed with it as a standalone overdrive pedal."
1,5,"Being a musician I wanted something easy to bring with me to catch the jams.  With the support of this little recorder I have about 95% of what I have played over the last year available to me.Sound Quality - there are many options to select from, sample rate, type (mp3, wav) and a number of other options.  I have mainly recorded wav at 192, when I am done recording I normally will edit it in a DAW and then convert to mp3 for storage.  I would say the audio is good, not great, but certainly right on for what I am doing considering the price.  Power is about 4-6 hours of continuous recording.  I can fit about 3 hours on high quality on the Gb card.  This is usually a little more than I require when jamming.  I have used the USB power when available and that has performed well.I have been pleasantly surprised with the audio levels.  Many times at a jam  you don't necessarily get to pick an appropriate vantage point to record everyone equally.  Several times it had to sit next to the drummer, or on the stairs or on the window sill in one case, and I was worried about being able to pick up all the instruments, but on the default settings it seems to pick everyone up and not get saturated.  One instrument may be louder than another but then I tweak it adding compression and eq as necessary to further enhance.The only times it has failed has been I didn't have enough battery, I didn't format the card and it ran out of room or I forgot to press the record button TWICE before recording.  The first arms the track, the second begins the recording.  For the price I bought two and just keep one in my guitar case...  I have not had reason to use the line in for the recorder, just the external mics."
1,5,"Works great, sounds great, it's a bit on the large side but is solidly built and simple to operate. Tascam rocks."
0,3,"Basically very good.  The buttons are fairly intuitive but some basic functions are incongrously hidden beneath multiple layers of menus.  The sound recorded, while crystal clear is a little on the quiet side even after adjustment of the record and play back features."
1,5,"Best recorder for the money I've seen...Easy to use, easy to scroll through the menu and manipulate the settings...The nearest competitor to this is slightly slimmer, witch to me would not be a plus because I don't use this on a camera rig..The picture leads you to believe this is bigger than it actually is...Check out the youtube vids on it, i believe it to be more versatile than its competition, and the build quality is higher as well...The only thing the other has on this one is its size...."
0,1,"allotoday went to the stores to TEST out the followingtascams...dr 05,  dr 07 mk2, and dr 40  and, for myself,ended up buying nothing...their differences for YOUR  ears...are....dr 05,  this is a good quality toy...NO line in...use its own mic, you will be ok  with this, for meetings, etc.NOT really that good for  music...can be done, but NOT as good..if you use ext mic...u wont be happy either...HIGH background HISS noise  relative to all 3.dr 07etc etc...only slightly better than 05...all else same...dr 40 was MUCH quieter in noise level...be it...in mic, ext mic or LINE inquite decent but costs you around 200 dollars...this can be used to ( semi ) record music too.so, testing on their own mics...that last one was far far better than the first two...for those wantingLINE in...means only that dr 40...however,my tests involved  checking  sound QUALITY  of bit more seriousLIVE recordings...took output from our  zoom r 24 recorder  and  input that to the dr 40...upon comparing the resulting  CDs...a / mstr ed by the zoom r24 and print to cd,  vs...b / recorded dr40 and printed to cd...the sound was Obviously better  with  a /no need to buy  any  a/d recorder attempt at this price level ,if one is looking for semi serious  Master recorder...my budget must be tripled at least...and then to go out to test some more !no cheap way, is there....for those curious, the whole idea has come from wanting to connect  2 units of zoom r24,  NOT wanting to use computer software,  taking the 4 outputs from these two into a clean mixer or analog sum box,  and getting them downto  2 channels, and finallly to some mastering digital recorder....hoping perhaps the tascam ss r100 or r200 MIGHT do the trick,in the tests to come....many thanks, and may your camels always have two humps !k"
1,5,
0,3,"This recorder is okay but it's far from perfect. No, I didn't expect it to be perfect but still, I refuse to give it more than 3 stars. It seems to pick up guitar sounds nicely. However, other sounds such as vocals and bass are horrible. I use this to practice with a band, and then I'll just listen to the arrangement later so I can practice by myself. For this much, I have no complaints. Besides that, I would never use this if I wanted a decent quality recording of anything."
1,5,"Until 5-6 years ago there was a virtual void in high-quality personal digital recorders.  Then the Zoom H2 came along, and numerous variations on a theme were soon to follow.  I've owned both the H2 and the H1 and, though both have their strong points, the Tascam DR-05 has served me better than either. The H2 has pleasing 4-point sound and the H1, at half the size of the Tascam, works well for ""stealth"" as well as video recordings when mounted on a camera.  But both recorders are more complicated than necessary, with tricky menu systems, excessive tiny buttons (6 on one thin side of the H1), and dicey build quality.The Tascam addresses these shortcomings with a machine that's a pleasure to use.  There are no shaky, rattling parts, the controls are solid and instantly solved (easily manageable with a single thumb), and the wide-spread mic pattern is ideal for most stereo recordings of music (for dictation, I use a separate, small mic inserted in the topside input).  The machine reminds me of the far costlier Sony PCM-50 in terms of ease and convenience of operation. The Tascam's 320 kbps MP3 recordings of a grand piano strike my ears as no less authentic and sonically ""present"" than its 96/24 WAV files, and tweaking is held to the absolute minimum.  If you don't have $500 to spend and are looking for a woodshedding companion for day-in, day-out use, this is the one."
1,5,"I got this to compliment my filming of events, concerts etc. After my first test recording, when I played back the audio using the built-in speaker I really thought that I had been duped into believing this device was 'studio quality' ...Then I listened to that same test recording using headphones, and WOW!! This has got to be heard to be believed! There are so many applications for this recorder; it's ease of operation and quick start-up time make it ideal for hurried set-ups."
1,5,i had a dr-07 that i loved but it mysteriously walked out during a gig we played at a local bar.  i got this one because it has similar features and it costs less.  i never used the reverb or overdubbing capabilities of the dr 07 anyway and i usually used it with the mics folded in.  i have recorded several rehearsals with this one and i cant tell a difference between the recordings i made with the dr 07 and the recordings from this one.  this recorder is great for recording band rehearsals.
1,4,This is not top of the line but for the price is a good deal.  I don't think it lastforever but it works great for my Peavey Patriot Guitar. I would recommend this toanyone looking for an inexpensive way to transport a guitar.
1,4,"I purchased mine to protect a relatively inexpensive Epiphone Les Paul Jr, which fits perfectly (as does a Squier Strat.)On the plus side, the price makes this an attractive alternative to most of the soft gig bags on the market because you are getting a rigid case that can take some (but not a lot) of abuse.The reason I claimed that this case will provide only basic protection is it does not have the top and side strength to protect an instrument if you stack heavy equipment on the case when packing your gear. That should not be a problem or detract from the value as long as you are aware of this. One other issue I've had with the case is I left in a car on a hot day the tolex covering started lifting from the edges, especially the lip around the top of the case. Again, this is not a problem as long as you are aware of it and do not leave the case in a hot, enclosed space for prolonged periods.For inexpensive guitars this is an ideal case that will provide protection for your instrument. It is perfect for occasional gigging, but would probably not withstand the rigors of being on the road. I would not hesitate to purchase another one if I acquired a guitar with a soft gig bag because I do like the better protection this particular case provides."
0,2,"I ordered one of these (from MF) and had to send it back because it was damaged and the latches didn't all work.  Even in perfect condition it's still a subpar case.  But the one I got had two ripped corners on the lid, and from those rips it's easy to see that the edge of the lid is just very thin cardboard all around, and the black outside covering provides little protection to keep that cardboard from tearing.  As for the latches (buckles), there are three of them and on the one I had only one worked to keep the case closed.  The other two latched, but they rattled and provided no tension at all to help keep the lid shut.Disregarding those flaws it's still obvious that it's not a good case.  The hinges look like they could fall apart or come off at any moment, the handle is not comfortable to hold, and the whole thing bends in a way that makes you wonder if you would be better off with a gig bag.  It also won't stand evenly on end (if that's important to you).On the positive side it's light, it does fit a Telecaster ok, and the inside is a decent plush lining with a small storage compartment.  But do yourself a favor and spend another $25 and get something better.  I have a Musician's Gear dreadnought case and this doesn't compare to that one at all."
1,5,this is a great value. i contacted the company for measurements inside the case to see if it would fit an ibanez rg series. it fits perfectly. thank you
1,5,This is a great guitar case and a great price. I bought it to keep my Fender Strat in and it works great.
1,4,Like many here the case could be an inch bigger.  For my Ibanez 510  I cut the bottom material along the edge against the side wall enough to take out the bottom foam and then put the material back.  Now mine closes without pressure on the bridge.
1,4,"We have my grandpa's really old Mandolin now, so my dad and I wanted a nice case for our 70 year old mandolin. I saw this case and thought that maybe it would work. Well it works just fine, the mandolin is a little bit more deep than the case but it still works and closes well.Now the mandolin is in this case and hopefully will keep lasting in there!"
1,5,"I couldn't believe that a hardshell mandolin case even existed for this price. Especially given what I paid for it, this case is unbelievable... velvety cushioning inside, heavy-duty outside, and a little compartment for picks or capos (I can't fit much else in there but I don't really need to). A few other reviewers have mentioned that it can be a squeeze -- at first, I didn't think my Ibanez mandolin fit in here, but when I finally applied some pressure, it went right in. Now that I've been using the case for a while it seems broken in, and I don't have to fight it so much to get it to close.The only downside is that after a few uses, the outer black layer of the case started peeling off at the edge. I used some electrical tape to stick it back on there and since it's on the bottom, it's not very noticeable, but that was the one place where the low price kind of showed through. I didn't take a star away for that as it's purely cosmetic, and as long as this thing is protecting my mandolin, I can forgive some tape on the edge. In this case, I still got more than my money's worth."
1,5,"It's a good quality case. I wouldn't check it as luggage when flying, but it's small so bring it as a carry-on. It'll protect your mando just fine."
1,5,"I got one of those for my next mandolin after my Johnson. I couldn't see spending 40 bucks for a case for a 50 dollar instrument, so I didn't. However, the next one cost a few hundred and I got one of these cases that has served me well. These are pretty soft inside and fit most A-styles pretty well. The hardware is decent but I wouldn't expect the hinges to last forever. They'll be easy enough to fix/replace when they fall off, so no worries there.If I had a $2500.00 Gibson/Weber/Whatever, I wouldn't buy this, I'd spend the money for a really nice case, but since I don't, I didn't. If you DO have an expensive instrument and want to cheap out, these really are decent little cases but you won't mistake it for a really expensive one, and that's fine.If it's still built like my case (never can tell these days...) it'll have a little storage compartment that will hold a bunch of pics, capo and a little tuner with no problem. Not big enough for a strap though with everything else in there."
1,5,"I order this for my Glen Burton cutaway. I had it in a gig bag, but acoustic guitars shouldn't be in a gig bag. I got tired of my guiitar being banged around in the back of the car so I ordered this hardshell case. It is wonderful. Very well made and beautiful. It came to me right on time with no problems at all. It also has a lock on it so you can lock your guitar up so no one will get in to it. It is a little heavy, but that is something I can get use to. My guitar fit perfetly in it and is very snug. I love this case and it is worth every dime you pay for it, maybe even more."
1,5,"I am the kind of guy that fixes everything with duct tape and when the item is more tape than product I go to a pawn shop and buy something used and start the process again. I saw this case and thought 50 bucks and it's for my favorite guitar, so I purchased it. 2 days later it was sitting at my back door (and I didn't have to pay shipping). This thing is a beauty! Plush interior, hardware looks great and good quality. Does not use the cheap spring latches but rather the locking type. Deep storage pocket and more. My 12 string fits in it w/room to spare and its' case is running out of room to tape so I guess I'll be purchasing another soon."
0,3,"The odor of adhesive lingered for some time, but that's not really a problem.Size and fit were good. The storage compartment is nice and large.One hinge broke after about a year of normal use. It was in the house almost the whole time, I just open the case to play the guitar and then replace it when done. I noticed if you look carefully, one of the hinges is cracked on both sides, so it is not holding anything anymore, but it is one of three, so the other two still do the job just fine. It is only if you look carefully you see one hinge fractured.This was not an expensive guitar, and I had a better case, so I switched to the better guitar case, and used this one for another guitar that I really don't play at all, and it just stays in storage."
1,5,"I bought this guitar case for wife, as she plays a acoustic guitar and needed to replace her &#34;GIG bag( soft case) with a hard case that would protect her guitar better than the soft case could. She absolutely loves the case and it is well built and when you use it, it makes you think that this case should cost more, but for the $60, it is an awesome deal.The case fits her acoustic like a glove and has a storage compartment for her Mic cable, DI box , picks and tuner. Underneath the neck, there is enough space for storage of two sets of extra guitar strings. You  might pay more for a NAME brand case...save some money for soemthing else an dget this case, because it is a great deal. We found nothing negative that we could say about it. It also was packaged VERY well to protect the case during shipment and came very quick."
1,5,"I honestly don't know how they can sell these cases for the price and give you free shipping too. I've seen cheap quality chipboard cases and gig bags that cost more. This is a hard shell tolex covered case. They are sturdy, well padded with plush black lining, and look as good as cases costing much more. These cases are made for dreadnought guitars, and I bought two of them. One is for my Ibanez AK75G arcrhtop electric guitar and it fits perfectly. The case has 4 brass latches and one is lockable and comes with 2 keys. It's made in China, but isn't most everything these days? I wouldn't recommend it for airline/railroad baggage, but this case will offer ample protection and safe storage for your instrument under most other conditions. I don't think you'll find a better deal on a hard shell guitar case anywhere else. Don't be fooled by the popular belief that more expensive is better. Do yourself a favor and save a few bucks by buying one of these great cases!"
1,4,"I bought this recently for $40 to replace the old cardboard case my acoustic had been in for decades.  For $40 it's an awesome deal.  But objectively, when compared to an Epiphone 335-style case I bought last year for $81, it's deserving of 4 stars (which isn't bad, just not great):PROS:  Decent build quality; four buckles (one locking) and three hinges; very nice plush lining; not heavy; knobs on bottom so it stands on end; knobs on side and back so it's never directly on the floor; fits a dreadnaught well.CONS:  Not easy to close and takes some work to get all the buckles lined up and snapped shut; the one locking buckle wouldn't stop anyone; the big front and back body panels flex more than they should; exterior covering feels somewhat cheap; the handle is hard plastic and not padded.So for $40 it's a great deal and a big step up from unlined cardboard, but it doesn't measure up to a basic Epi 335 case which is stronger and has better hardware and finishes.  It also had a strong chemical odor, but leave it open to air out for a while and that mostly goes away."
1,5,"Exceptionally well made, this is a fantastic case for the money. (Fifty dollars, including shipping, at the time of my purchase.) It has four(!) very solid clasps, one of which locks. (Two keys are included.) It also features a plush velvet interior, cushioned neck brace, and a strap to keep the top from flopping back, which could stress the hinges and perhaps alter the factory-perfect lid to case alignment. But best of all, it fits my Takamine Jasmine guitar like a glove, holding it secure and (knock on wood) keeping it safe from all harm. I could not be happier."
1,5,"It fits well, close well, protects well, transport well! What more can I ask from a guitar case that cost a fraction of the other cases.  Have not have it that long to rate the durability but I like this case."
1,4,"I wasn't sure about spending a lot of money on a guitar since I was just starting out.  I bought this to work with Rocksmith 2014 and it did the job just fine.  The guitar needed some work to get it properly set up since tuning it straight out of the box sounded horrible.  It turns out that the intonation needed to be set properly and also the strings that it came with are garbage.I put new strings on it and fixed the intonation, adjusted the truss rod a bit and adjusted the string height (all with just the tools that they provided with the guitar) and it sounded a lot better. Unfortunately there's no 22nd fret on this guitar.  That probably shouldn't come as a big surprise as a lot of stratocaster type guitars only have 21 frets, but there's this one song that requires me to bend the high e string on the 22nd fret...The single coil pickups have quite a bit of hum on them so for rocksmith you kinda have to calibrate it a few times to make sure that it doesn't pick up much of that hum, or else you resort to using the 2nd and 4th switch setting so that it uses two pickups at once which cancels out the hum.I think if you wanted to try modding your guitar this would probably be a decent choice too.  I haven't gotten that far yet.  I've had it since February, changed strings on it twice (in 4 months) and so far it's proven to be a fairly nice little guitar to learn on...except for that 22nd fret (oh well)."
1,4,"All guitarists know that there are 1 billion strat copies out there. They vary a bit, but basically you have a light, 3 pickup, versitale guitar that does that job - that is about it. But this Legacy, which I can see as I am typing, is much more.First, the natural finish is what got me started. It seems that a natural finish is about as rare as a news web site without video ads. I looked at $700+ Fenders, but except for the natural finish - what was I getting for $700? I wanted a strat copy that I could customize - this is IT!. I am putting split hot rail-type pickups in this, and WOW I have a strat, 3-pickup LP, and anything in between.Get one!"
1,5,"1. If you are totally a beginner and have nothing to begin with, get this guitar and a Vox amplug AC30. Use it with your headphones or home speakers.2. Don't upgrade until your skills improved and you become a mid level. Prepare $1000 for a tube amp and a good guitar with brand name pickups for upgrade. If your budget is below that, don't bother and save more.Speak from experience, I've tried a lot and did many research. This guitar with amplug just sound amazing! Plus, it can be your forever play around set which you will be happy with and bring them out. Guitars and amps below $400, yes there are good stuff, but you're more likely to get problematic things that will be replace by better things latter. For a budget around $1000, if you don't go professional, you will be happy with them forever. So do yourself a favor, one shot, no waste of time and money.This guitar is good enough for any beginners. Most under $400 guitars don't have good pickups, so why spend extra money? (Again, my bloody experience taught me that.I've spent time and money, way more than $1000) Free advice.I strongly recommend this guitar, it has no fault towards its price."
1,5,"Not knowing much, and after using for a couple of months, I'm pretty happy with guitar for the money I paid for it.  Fit and finish is quite nice.  Just needed tuning.  Great beginner model.  Feels solid and stay's in tune after the first 4 or 5 practice sessions."
1,5,"I ordered the telecaster version and received this strat version by mistake BUT I liked this so much I decided to keep this one, reorder the telecaster version so I can have that too.  The body is very solid, beautiful finish (mine is a sunburst color).  For $79.95 this is a must buy. You will not be sorry. I have 3 fender type strats and this one is now my favorite. It's great for recording. I just bought a Zoom G5 and it works great with that.  The tones are rich and warm.  I agree with others that the quality is similar to strats costing $399 and more.  It fits so well in my hands and feels great. I love this guitar!!"
1,5,"I figured I'd buy a cheap second guitar, so I found this one. One of the cheapest prices on Amazon. And I thought wow, what a great look this guitar has. I was also hoping that it played well. Well I've been playing it for a while and it still sounds pretty good, and I've had no technical issues what so ever. I would recommend to ANYONE. Keep up the good work! =)"
1,5,"I acquired this recently, I did not need another strat style, or copy of, but it's white....just gotta love that vibe? Anyhow lots of reviews justifiably good, here's a few add ons in case... It's routed hsh under the hood but looks tight.. Think it's bucker size upgradable; top and bottom didn't measure, I like single coils...the white is a poly finish (love poly durable and crack/fade resist) and exquisite nicely done, alder body but it's hefty alder, like 8lb or so. Not so keen on headstock shape but the neck is nice, too nice to change like I was thinking till I got it... Nice quality control on these, really smooth rosewood board with med-jumbo (that's what I call anyway) frets good fretting. Standard hardware indicative of price but decent and well installed, no missed screw holes etc. Was set up with standard action etc, out of box was clean set up no buzz or uneven saddle stuff etc. great fit and finish, best I can tell its a standard f type plate, if interested looks to be easy changer.Overall it's a solid piece, assembled well, for me the body and neck is what seals the deal, better then most out there this range... It is alder and hefty, but durable. I look to change most hardware in time so won't comment on that, what's there... is installed well...2 things I forgot tuners wanna say 15:1? 10mm standard import style... Seem good, not legendary and tremelo/whammy standard zinc block (there's the must upgrade part...) it's standard 10.5 string space import, I got one pet peave; it's steel or brass blocks... A shame all these guitars nowadays with the zinc thin low sustain blocks, my advice get a fender mim standard lefty trem, the whole thing with steel saddles and all maybe 50$ best money ever spent... I can't afford the gotoh or Callahan stuff, On this a standard mim import space fender with steel block and saddles is easy direct replacement and with the hefty alder you'll get tons of sustain and tone and keep tuned way better. Also the neck I say nice but I mean it's nicer than most in the shape, it's slightly chunky c shape? Not baseball bat chunky but you feel it on frets 1-3 it's beefier? I have avg. size hands, I find it's a good fit.In all... If your looking in this price range it's nice, and upgradable as you can or learn more."
1,5,This is a great starter guitar its cheap and high quality i myself already play the guitar and couldnt pass up buying such a good guitar at a rock bottom price this guitar to sum it up is like a generic version of a squire by fender and if this guitar was a more well known company the guitar could easily sell for 300$ bottom line great guitar all around for beginners and thrashers.
1,5,"I am truly amazed at the quality of this guitar! I got the natural finish and I am blown away at the beauty of this thing! Mine arrived in perfect condition. Will only need a minor setup. The intonation was surprisingly spot on and the strings are actually alright to practice on for a while. If you are looking for a great quality strat for under 90 bucks, then don't hesitate and order one of these babies!"
0,1,"Right out of the box, the low E string had a buzz and the intonation was WAY off (fretted E note on the 12th fret too sharp). After the appropriate truss rod adjustments the buzz problem was solved. Next, I proceeded to adjust the intonation. I was able to get the intonation for the A, D, G, B, and high-E strings spot on. However, after bringing the saddle for the low E string as far back as it would go, the fretted E note on the 12th fret was still sharp.I also noticed that the bridge is slightly crooked (the low E string end of the bridge is closer to the neck than the high E string end of the bridge) - the bridge could have started out crooked or it could have shifted due to the high low-E string tension (loose bridge) -- which would definitely contribute to the defective low-E string intonation.I love the Red Burst design of this guitar (it looks absolutely WICKED). Unfortunately, I'm going to have to return it. I'm going to get a Squier Strat instead (with either aMapleorRosewoodneck).---[Update November 15, 2013]I ordered the Squier Strat direct from Amazon 6 weeks ago, but it was placed on backorder. I contacted Customer Service a week ago and was told me they wouldn't get it back in stock until December. Then, to my surprise, the Squier Strat was delivered yesterday! Yay!! :D The happiness!!I was able to get the Squier perfectly intonated. It's Red Burst like the Legacy (Fender calls it Antique Burst). It's a beautful guitar and and I'm loving it!"
